                   0 a=    x, b=    x, c=x, sum=    z, carry=z
                10290               10290 a=25817, b= 6671, c=0, sum=50788, carry=0
                10300               10300 a=22953, b=28173, c=0, sum=32488, carry=0
                10310               10310 a=17417, b= 6566, c=0, sum=51126, carry=0
                10320               10320 a= 6989, b=20218, c=0, sum=23983, carry=0
                10330               10330 a=22771, b=12352, c=0, sum=27207, carry=0
                10340               10340 a=13917, b=25730, c=0, sum=35123, carry=0
                10350               10350 a= 3624, b=17858, c=0, sum=39647, carry=0
                10360               10360 a= 6229, b= 2683, c=0, sum=21482, carry=0
                10370               10370 a=10968, b=23173, c=0, sum= 8912, carry=0
                10380               10380 a=14052, b= 1037, c=0, sum=34141, carry=0
                10390               10390 a= 3941, b=15377, c=0, sum=15089, carry=0
                10400               10400 a=13725, b=23992, c=0, sum=19318, carry=0
                10410               10410 a= 5192, b=19448, c=0, sum=37717, carry=0
                10420               10420 a=22005, b=17032, c=0, sum=26688, carry=0
                10430               10430 a=17441, b=22034, c=0, sum=39037, carry=0
                10440               10440 a= 8108, b= 2769, c=0, sum=39475, carry=0
                10450               10450 a=20712, b= 4521, c=0, sum=10877, carry=0
                10460               10460 a=17194, b= 9694, c=0, sum=25233, carry=0
                10470               10470 a= 2997, b= 6100, c=0, sum=26888, carry=0
                10480               10480 a= 5709, b=13904, c=0, sum= 9097, carry=0
                10490               10490 a=20096, b= 1675, c=0, sum=19613, carry=0
                10500               10500 a=28475, b=22595, c=0, sum=21771, carry=0
                10510               10510 a=17829, b=28892, c=0, sum=51070, carry=0
                10520               10520 a=27901, b=27911, c=0, sum=46593, carry=0
                10530               10530 a= 9591, b=11974, c=0, sum=55812, carry=0
                10540               10540 a=26026, b= 5196, c=0, sum=21565, carry=0
                10550               10550 a=22230, b=19262, c=0, sum=31222, carry=0
                10560               10560 a= 6546, b=23855, c=0, sum=40980, carry=0
                10570               10570 a=13244, b=28366, c=0, sum=30401, carry=0
                10580               10580 a= 7180, b=13264, c=0, sum=41610, carry=0
                10590               10590 a=16877, b=18212, c=0, sum=21468, carry=0
                10600               10600 a= 7912, b=25543, c=0, sum=35089, carry=0
                10610               10610 a=17680, b=20239, c=0, sum=33455, carry=0
                10620               10620 a=23432, b=12634, c=0, sum=37919, carry=0
                10630               10630 a= 8663, b=15826, c=0, sum=36066, carry=0
                10640               10640 a=19084, b=  322, c=0, sum=24489, carry=0
                10650               10650 a= 3542, b=14623, c=0, sum=19406, carry=0
                10660               10660 a= 3726, b=17411, c=0, sum=18165, carry=0
                10670               10670 a=12166, b=22354, c=0, sum=21137, carry=0
                10680               10680 a=12617, b=25256, c=0, sum=34520, carry=0
                10690               10690 a=28950, b=21093, c=0, sum=37873, carry=0
                10700               10700 a=20369, b= 7557, c=0, sum=50043, carry=0
                10710               10710 a= 5576, b=24022, c=0, sum=27926, carry=0
                10720               10720 a= 7837, b=27141, c=0, sum=29630, carry=0
                10730               10730 a=24833, b=21270, c=0, sum=34978, carry=0
                10740               10740 a= 7449, b=10503, c=0, sum=46103, carry=0
                10750               10750 a= 5835, b=20435, c=0, sum=17920, carry=0
                10760               10760 a=17930, b=23316, c=0, sum=26270, carry=0
                10770               10770 a= 2916, b=14196, c=0, sum=41278, carry=0
                10780               10780 a= 9301, b=24191, c=0, sum=17112, carry=0
                10790               10790 a= 9211, b= 2564, c=0, sum=33492, carry=0
                10800               10800 a= 2847, b=14131, c=0, sum=11807, carry=0
                10810               10810 a= 1930, b=28010, c=0, sum=16978, carry=0
                10820               10820 a=18284, b=16750, c=0, sum=29940, carry=0
                10830               10830 a= 7276, b=22149, c=0, sum=35034, carry=0
                10840               10840 a=24210, b=29360, c=0, sum=29425, carry=0
                10850               10850 a=29488, b= 7554, c=0, sum=53570, carry=0
                10860               10860 a= 9608, b= 1858, c=0, sum=37042, carry=0
                10870               10870 a= 2084, b= 2728, c=0, sum=11466, carry=0
                10880               10880 a=15534, b=11880, c=0, sum= 4812, carry=0
                10890               10890 a= 1080, b= 7036, c=0, sum=27414, carry=0
                10900               10900 a= 2173, b= 4290, c=0, sum= 4020, carry=0
                10910               10910 a=29736, b= 9756, c=0, sum= 6463, carry=0
                10920               10920 a=17864, b=28726, c=0, sum=39492, carry=0
                10930               10930 a=  123, b= 7251, c=0, sum=46846, carry=0
                10940               10940 a= 9848, b=14160, c=0, sum= 7374, carry=0
                10950               10950 a=23831, b=22899, c=0, sum=24008, carry=0
                10960               10960 a= 7312, b=19407, c=0, sum=46730, carry=0
                10970               10970 a=15500, b=15080, c=0, sum=26751, carry=0
                10980               10980 a=19894, b= 4646, c=0, sum=30580, carry=0
                10990               10990 a= 4145, b= 6141, c=0, sum=20444, carry=0
                11000               11000 a=24860, b=22569, c=0, sum= 8238, carry=0
                11010               11010 a= 9741, b=17397, c=0, sum=47429, carry=0
                11020               11020 a=29955, b= 6627, c=0, sum=27266, carry=0
                11030               11030 a= 2058, b=17130, c=0, sum=36582, carry=0
                11040               11040 a=25580, b= 5522, c=0, sum=19188, carry=0
                11050               11050 a=25103, b=27030, c=0, sum=31038, carry=0
                11060               11060 a=  501, b=26673, c=0, sum=52133, carry=0
                11070               11070 a=  923, b=28995, c=0, sum=27174, carry=0
                11080               11080 a= 5247, b=20642, c=0, sum=29918, carry=0
                11090               11090 a=18248, b=10080, c=0, sum=25889, carry=0
                11100               11100 a=15698, b=13708, c=0, sum=28328, carry=0
                11110               11110 a= 2230, b=22243, c=0, sum=29406, carry=0
                11120               11120 a=10660, b=28683, c=0, sum=32665, carry=0
                11130               11130 a=18020, b= 9081, c=0, sum=39343, carry=0
                11140               11140 a=14544, b=13829, c=0, sum=27101, carry=0
                11150               11150 a= 5481, b=11930, c=0, sum=28373, carry=0
                11160               11160 a=17486, b=11269, c=0, sum=17155, carry=0
                11170               11170 a= 1224, b=22907, c=0, sum=28755, carry=0
                11180               11180 a=16271, b=17378, c=0, sum=24131, carry=0
                11190               11190 a=10706, b=22970, c=0, sum=17265, carry=0
                11200               11200 a=21272, b=18354, c=0, sum=33676, carry=0
                11210               11210 a=21287, b=14816, c=0, sum=39626, carry=0
                11220               11220 a=18514, b=27162, c=0, sum=36103, carry=0
                11230               11230 a= 1266, b= 1221, c=0, sum=45676, carry=0
                11240               11240 a=20405, b= 4984, c=0, sum= 2487, carry=0
                11250               11250 a=21347, b=21654, c=0, sum=25389, carry=0
                11260               11260 a= 5548, b=13174, c=0, sum=43513, carry=0
                11270               11270 a= 5148, b=11389, c=0, sum=18722, carry=0
                11280               11280 a=20102, b=26097, c=0, sum=16537, carry=0
                11290               11290 a=22272, b= 3559, c=0, sum=46199, carry=0
                11300               11300 a= 1434, b=12304, c=0, sum=25831, carry=0
                11310               11310 a=10605, b= 3126, c=0, sum=13738, carry=0
                11320               11320 a= 6571, b=28894, c=0, sum=13731, carry=0
                11330               11330 a=25160, b= 5470, c=0, sum=35465, carry=0
                11340               11340 a= 4335, b=  991, c=0, sum=30630, carry=0
                11350               11350 a=29885, b= 6718, c=0, sum= 5326, carry=0
                11360               11360 a= 5753, b=20080, c=0, sum=36603, carry=0
                11370               11370 a=23245, b=19874, c=0, sum=25833, carry=0
                11380               11380 a=10543, b=22733, c=0, sum=43119, carry=0
                11390               11390 a= 8019, b= 7846, c=0, sum=33276, carry=0
                11400               11400 a=29959, b= 5068, c=0, sum=15609, carry=0
                11410               11410 a=11566, b= 7337, c=0, sum=35027, carry=0
                11420               11420 a=18934, b=27693, c=0, sum=18903, carry=0
                11430               11430 a= 4501, b=15572, c=0, sum=46627, carry=0
                11440               11440 a= 8314, b= 3014, c=0, sum=20073, carry=0
                11450               11450 a=18648, b=22067, c=0, sum=11264, carry=0
                11460               11460 a=23275, b=23344, c=0, sum=48907, carry=0
                11470               11470 a=28159, b=17808, c=0, sum=46619, carry=0
                11480               11480 a=18509, b=18469, c=0, sum=45967, carry=0
